Date,Value
2015-05-17,-1016840.43913
2015-05-16,-753951.409716
2015-05-15,-976516.623839
2015-05-14,-830736.215901
2015-05-13,-979276.3557
2015-05-12,-949918.579755
2015-05-11,-905656.6708
2015-05-10,-768261.410307
2015-05-09,-755837.411831
2015-05-08,-901580.320859
2015-05-07,-937982.086649
2015-05-06,-839172.624458
2015-05-05,-899677.676636
2015-05-04,-776067.78947
2015-05-03,-826782.410695
2015-05-02,-857132.427464
2015-05-01,-854283.355249
2015-04-30,-778024.167758
2015-04-29,-723949.734833
2015-04-28,-870422.408629
2015-04-27,-764552.976595
2015-04-26,-810710.117228
2015-04-25,-857258.23646
2015-04-24,-689042.169169
2015-04-23,-808926.824623
2015-04-22,-844663.545264
2015-04-21,-890117.707443
2015-04-20,-928628.114025
2015-04-19,-764724.716383
2015-04-18,-736120.773999
2015-04-17,-742765.649965
2015-04-16,-788740.069169
2015-04-15,-670000.110126
2015-04-14,-849539.475868
2015-04-13,-793018.487111
2015-04-12,-801584.679635
2015-04-11,-806648.688312
2015-04-10,-829744.635078
2015-04-09,-871642.936551
2015-04-08,-727716.979199
2015-04-07,-1011398.04649
2015-04-06,-817507.376723
2015-04-05,-966610.825198
2015-04-04,-973192.591269
2015-04-03,-956602.940878
2015-04-02,-923674.158658
2015-04-01,-857188.334519
2015-03-31,-901297.290572
2015-03-30,-866758.629069
2015-03-29,-918312.855089
2015-03-28,-939956.253046
2015-03-27,-1065285.64447
2015-03-26,-935079.098125
2015-03-25,-1015808.7328
2015-03-24,-1031139.11069
2015-03-23,-1006442.78285
2015-03-22,-863026.170242
2015-03-21,-917959.289777
2015-03-20,-911610.925204
2015-03-19,-927537.678018
2015-03-18,-933079.791085
2015-03-17,-1021861.74462
2015-03-16,-948546.911942
2015-03-15,-1038758.10104
2015-03-14,-948584.436165
2015-03-13,-1002029.23681
2015-03-12,-984551.759573
2015-03-11,-1212617.53307
2015-03-10,-1105132.50824
2015-03-09,-944655.402674
2015-03-08,-1064493.6524
2015-03-07,-968556.782534
2015-03-06,-1070190.30167
2015-03-05,-753272.114275
2015-03-04,-1101225.09302
2015-03-03,-1057602.38253
2015-03-02,-985044.313683
2015-03-01,-925213.531832
2015-02-28,-850336.745687
2015-02-27,-999699.363099
2015-02-26,-851573.768064
2015-02-25,-926888.974788
2015-02-24,-824849.033693
2015-02-23,-808752.512153
2015-02-22,-887962.565664
2015-02-21,-843987.349782
2015-02-20,-1007382.52904
2015-02-19,-987205.410547
2015-02-18,-941757.258016
2015-02-17,-941806.797771
2015-02-16,-927980.718517
2015-02-15,-814088.501679
2015-02-14,-983281.420128
2015-02-13,-835965.41746
2015-02-12,-751229.471918
2015-02-11,-829207.532117
2015-02-10,-822477.115992
2015-02-09,-850973.389812
2015-02-08,-712640.228945
2015-02-07,-965463.254117
2015-02-06,-962031.818901
2015-02-05,-796113.382964
2015-02-04,-893056.223007
2015-02-03,-795041.142126
2015-02-02,-816821.267394
2015-02-01,-935630.872876
2015-01-31,-887295.308619
2015-01-30,-796877.854238
